Unidade,Nivel,Modalidade,DispositivoEmCasa,n,npar,fmin,chisq,df,pvalue,baseline.chisq,baseline.df,baseline.pvalue,cfi,tli,nnfi,rfi,nfi,pnfi,ifi,rni,logl,unrestricted.logl,aic,bic,ntotal,bic2,rmsea,rmsea.ci.lower,rmsea.ci.upper,rmsea.pvalue,rmr,rmr_nomean,srmr,srmr_bentler,srmr_bentler_nomean,crmr,crmr_nomean,srmr_mplus,srmr_mplus_nomean,cn_05,cn_01,gfi,agfi,pgfi,mfi,ecvi,cfi.obs,tli.obs,rmsea.obs,rmsea.pvalue.obs
NA,NA,Presencial,Não Tem Nemhum Dispositivo,589,39,0.3982,469.0225,97,0,7136.4939,120,0,0.947,0.9344,0.9344,0.9187,0.9343,0.7552,0.9472,0.947,-9031.0966,-8796.5854,18140.1932,18310.9518,589,18187.1399,0.0807,0.0735,0.0881,0,0.0498,0.0498,0.0449,0.0449,0.0449,0.0478,0.0478,0.0449,0.0449,152.9392,167.1539,0.9196,0.8873,0.6559,0.7292,0.9287,NA,NA,NA,NA
NA,Graduação (licenciatura),Presencial,Não Tem Nemhum Dispositivo,285,39,0.3969,226.2428,97,0,3516.2934,120,0,0.9619,0.9529,0.9529,0.9204,0.9357,0.7563,0.9622,0.9619,-4333.1167,-4219.9953,8744.2333,8886.6804,285,8763.009,0.0684,0.0568,0.08,0.0053,0.056,0.056,0.0524,0.0524,0.0524,0.0558,0.0558,0.0524,0.0524,153.4117,167.6706,0.9199,0.8877,0.6561,0.7971,1.0675,NA,NA,NA,NA
Centro de Educação - CEDU,Graduação (licenciatura),Presencial,Não Tem Nemhum Dispositivo,89,39,0.8499,151.2742,97,4e-04,1095.5997,120,0,0.9444,0.9312,0.9312,0.8292,0.8619,0.6967,0.9456,0.9444,-1384.9242,-1309.2871,2847.8484,2944.9052,89,2821.8278,0.0793,0.0536,0.103,0.0325,0.1144,0.1144,0.0965,0.0965,0.0965,0.1028,0.1028,0.0965,0.0965,72.1825,78.842,0.8526,0.7933,0.6081,0.7372,2.5761,NA,NA,NA,NA
NA,NA,NA,Dispositivo Compartilhado,1879,39,0.3235,1215.7408,97,0,20373.1503,120,0,0.9448,0.9317,0.9317,0.9262,0.9403,0.7601,0.9448,0.9448,-28420.3614,-27812.491,56918.7229,57134.7242,1879,57010.8216,0.0783,0.0744,0.0823,0,0.0878,0.0878,0.0633,0.0633,0.0633,0.0674,0.0674,0.0633,0.0633,187.9967,205.4913,0.9299,0.9017,0.6632,0.7425,0.6885,NA,NA,NA,NA
Campus CECA,NA,NA,Dispositivo Compartilhado,115,39,0.7974,183.4116,97,0,1495.8461,120,0,0.9372,0.9223,0.9223,0.8483,0.8774,0.7092,0.9382,0.9372,-1775.4123,-1683.7065,3628.8246,3735.8769,115,3612.6053,0.088,0.0683,0.1074,0.0014,0.1123,0.1123,0.0873,0.0873,0.0873,0.0929,0.0929,0.0873,0.0873,76.8611,83.9583,0.8528,0.7936,0.6082,0.6868,2.2731,NA,NA,NA,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",NA,NA,Dispositivo Compartilhado,378,39,0.3598,271.9865,97,0,3909.8028,120,0,0.9538,0.9429,0.9429,0.9139,0.9304,0.7521,0.9541,0.9538,-5349.8992,-5213.906,10777.7985,10931.2593,378,10807.521,0.0691,0.0594,0.0789,7e-04,0.0681,0.0681,0.0628,0.0628,0.0628,0.0668,0.0668,0.0628,0.0628,169.1484,184.8796,0.9215,0.8899,0.6572,0.7934,0.9259,NA,NA,NA,NA
"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",NA,NA,Dispositivo Compartilhado,110,39,0.8605,189.3172,97,0,1329.1774,120,0,0.9237,0.9056,0.9056,0.8238,0.8576,0.6932,0.9251,0.9237,-1680.4375,-1585.7789,3438.8749,3544.1937,110,3420.9523,0.093,0.0732,0.1126,4e-04,0.117,0.117,0.0879,0.0879,0.0879,0.0936,0.0936,0.0879,0.0879,71.2993,77.8762,0.8492,0.7886,0.6057,0.6573,2.4302,NA,NA,NA,NA
Faculdade de Arquitetura e Urbanismo - FAU,NA,NA,Dispositivo Compartilhado,87,39,0.9257,161.0768,97,0,948.1806,120,0,0.9226,0.9043,0.9043,0.7898,0.8301,0.671,0.9247,0.9226,-1356.4372,-1275.8988,2790.8744,2887.0449,87,2763.9872,0.0871,0.0626,0.1105,0.009,0.1054,0.1054,0.0894,0.0894,0.0894,0.0952,0.0952,0.0894,0.0894,66.3483,72.462,0.8362,0.7703,0.5964,0.6919,2.748,NA,NA,NA,NA
Centro de Educação - CEDU,NA,NA,Dispositivo Compartilhado,230,39,0.586,269.5712,97,0,2641.7455,120,0,0.9316,0.9153,0.9153,0.8738,0.898,0.7258,0.9322,0.9316,-3432.6,-3297.8144,6943.2001,7077.2852,230,6953.6787,0.0879,0.0756,0.1005,0,0.165,0.165,0.092,0.092,0.092,0.098,0.098,0.092,0.092,104.2292,113.8868,0.8716,0.8199,0.6216,0.6872,1.5112,NA,NA,NA,NA
Instituto de Ciências Biológicas e da Saúde - ICBS,NA,NA,Dispositivo Compartilhado,68,39,1.5199,206.7128,97,0,901.3561,120,0,0.8596,0.8263,0.8263,0.7163,0.7707,0.623,0.8636,0.8596,-910.3234,-806.9669,1898.6467,1985.2075,68,1862.3939,0.129,0.1046,0.1533,0,0.0891,0.0891,0.0907,0.0907,0.0907,0.0965,0.0965,0.0907,0.0907,40.8006,44.5242,0.7735,0.6825,0.5517,0.4463,4.187,NA,unacceptable model fit,poor model fit,NA
Campus Sertão (Delmiro Gouveia e Santana do Ipanema),NA,NA,Dispositivo Compartilhado,94,39,1.1498,216.1586,97,0,1106.0859,120,0,0.8792,0.8505,0.8505,0.7582,0.8046,0.6504,0.8819,0.8792,-1489.3022,-1381.2229,3056.6043,3155.7928,94,3032.6698,0.1143,0.0939,0.1348,0,0.1822,0.1822,0.1143,0.1143,0.1143,0.1217,0.1217,0.1143,0.1143,53.6143,58.5366,0.7993,0.7186,0.5701,0.5306,3.1293,NA,NA,poor model fit,NA
Instituto de Educação Física e Esporte - IEFE,NA,NA,Dispositivo Compartilhado,42,39,2.073,174.1307,97,0,627.2095,120,0,0.8479,0.8119,0.8119,0.6565,0.7224,0.5839,0.8545,0.8479,-594.9316,-507.8663,1267.8632,1335.6324,42,1213.5025,0.1376,0.1041,0.1702,1e-04,0.1423,0.1423,0.1284,0.1284,0.1284,0.1367,0.1367,0.1284,0.1284,30.1825,32.9127,0.7106,0.5942,0.5068,0.3992,6.0031,unacceptable model fit,unacceptable model fit,poor model fit,NA
NA,Graduação (bacharelado),NA,Dispositivo Compartilhado,1098,39,0.3282,720.7072,97,0,11949.0637,120,0,0.9473,0.9348,0.9348,0.9254,0.9397,0.7596,0.9474,0.9473,-16047.1659,-15686.8123,32172.3318,32367.3804,1098,32243.5073,0.0765,0.0713,0.0818,0,0.0722,0.0722,0.059,0.059,0.059,0.0628,0.0628,0.059,0.059,185.3282,202.573,0.9307,0.9028,0.6638,0.7528,0.7274,NA,NA,NA,NA
Campus CECA,Graduação (bacharelado),NA,Dispositivo Compartilhado,105,39,0.8734,183.4049,97,0,1365.3218,120,0,0.9306,0.9142,0.9142,0.8338,0.8657,0.6997,0.9319,0.9306,-1613.9116,-1522.2092,3305.8232,3409.3277,105,3286.1194,0.0921,0.0715,0.1124,8e-04,0.1318,0.1318,0.0995,0.0995,0.0995,0.106,0.106,0.0995,0.0995,70.267,76.7473,0.8404,0.7762,0.5994,0.6627,2.4896,NA,NA,NA,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (bacharelado),NA,Dispositivo Compartilhado,216,39,0.4911,212.1613,97,0,2151.8855,120,0,0.9433,0.9299,0.9299,0.878,0.9014,0.7286,0.944,0.9433,-2944.1141,-2838.0334,5966.2281,6097.864,216,5974.2794,0.0741,0.0606,0.0877,0.0023,0.0584,0.0584,0.0643,0.0643,0.0643,0.0684,0.0684,0.0643,0.0643,124.1788,135.7028,0.8955,0.8535,0.6387,0.766,1.3433,NA,NA,NA,NA
Faculdade de Arquitetura e Urbanismo - FAU,Graduação (bacharelado),NA,Dispositivo Compartilhado,82,39,0.9112,149.4354,97,5e-04,907.2209,120,0,0.9334,0.9176,0.9176,0.7962,0.8353,0.6752,0.9353,0.9334,-1272.3453,-1197.6276,2622.6906,2716.5526,82,2593.5483,0.0812,0.0541,0.1061,0.0316,0.1073,0.1073,0.09,0.09,0.09,0.0958,0.0958,0.09,0.09,67.3909,73.6021,0.8371,0.7716,0.597,0.7263,2.7736,NA,NA,NA,NA
NA,Graduação (licenciatura),NA,Dispositivo Compartilhado,620,39,0.3915,485.5123,97,0,6720.297,120,0,0.9411,0.9272,0.9272,0.9106,0.9278,0.7499,0.9413,0.9411,-9587.7299,-9344.9737,19253.4598,19426.2188,620,19302.4003,0.0804,0.0733,0.0876,0,0.0905,0.0905,0.0658,0.0658,0.0658,0.07,0.07,0.0658,0.0658,155.504,169.9587,0.9139,0.8793,0.6518,0.731,0.9089,NA,NA,NA,NA
Centro de Educação - CEDU,Graduação (licenciatura),NA,Dispositivo Compartilhado,178,39,0.6633,236.1495,97,0,2072.9638,120,0,0.9287,0.9119,0.9119,0.8591,0.8861,0.7162,0.9296,0.9287,-2647.1251,-2529.0503,5372.2501,5496.3397,178,5372.8313,0.0898,0.0753,0.1044,0,0.1461,0.1461,0.088,0.088,0.088,0.0937,0.0937,0.088,0.088,92.1971,100.7291,0.8548,0.7965,0.6097,0.6765,1.7649,NA,NA,NA,NA
NA,Mestrado,NA,Dispositivo Compartilhado,93,39,0.8553,159.0928,97,1e-04,1252.8248,120,0,0.9452,0.9322,0.9322,0.8429,0.873,0.7057,0.9463,0.9452,-1404.0884,-1324.542,2886.1768,2984.9482,93,2861.8339,0.083,0.059,0.1057,0.0147,0.1186,0.1186,0.0787,0.0787,0.0787,0.0837,0.0837,0.0787,0.0787,71.7262,78.343,0.8323,0.7648,0.5936,0.7162,2.5494,NA,NA,NA,NA
NA,NA,Presencial,Dispositivo Compartilhado,1787,39,0.3166,1131.4096,97,0,19456.2273,120,0,0.9465,0.9338,0.9338,0.9281,0.9418,0.7613,0.9466,0.9465,-26711.4571,-26145.7523,53500.9141,53714.9576,1787,53591.0571,0.0772,0.0732,0.0813,0,0.0749,0.0749,0.0591,0.0591,0.0591,0.0629,0.0629,0.0591,0.0591,192.0966,209.9747,0.9314,0.9039,0.6643,0.7487,0.6768,NA,NA,NA,NA
Campus CECA,NA,Presencial,Dispositivo Compartilhado,113,39,0.7925,179.0938,97,0,1459.6049,120,0,0.9387,0.9242,0.9242,0.8482,0.8773,0.7092,0.9398,0.9387,-1734.914,-1645.3671,3547.828,3654.1962,113,3530.9363,0.0865,0.0664,0.1062,0.0024,0.1148,0.1148,0.0883,0.0883,0.0883,0.094,0.094,0.0883,0.0883,77.3389,84.4808,0.8525,0.7932,0.608,0.6954,2.2752,NA,NA,NA,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",NA,Presencial,Dispositivo Compartilhado,359,39,0.3312,237.7808,97,0,3678.9451,120,0,0.9604,0.9511,0.9511,0.92,0.9354,0.7561,0.9607,0.9604,-4964.6142,-4845.7237,10007.2283,10158.6779,359,10034.9504,0.0636,0.0534,0.0739,0.015,0.0485,0.0485,0.0522,0.0522,0.0522,0.0556,0.0556,0.0522,0.0522,183.6694,200.7591,0.9286,0.8999,0.6623,0.822,0.8796,NA,NA,NA,NA
"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",NA,Presencial,Dispositivo Compartilhado,110,39,0.8605,189.3172,97,0,1329.1774,120,0,0.9237,0.9056,0.9056,0.8238,0.8576,0.6932,0.9251,0.9237,-1680.4375,-1585.7789,3438.8749,3544.1937,110,3420.9523,0.093,0.0732,0.1126,4e-04,0.117,0.117,0.0879,0.0879,0.0879,0.0936,0.0936,0.0879,0.0879,71.2993,77.8762,0.8492,0.7886,0.6057,0.6573,2.4302,NA,NA,NA,NA
Faculdade de Arquitetura e Urbanismo - FAU,NA,Presencial,Dispositivo Compartilhado,87,39,0.9257,161.0768,97,0,948.1806,120,0,0.9226,0.9043,0.9043,0.7898,0.8301,0.671,0.9247,0.9226,-1356.4372,-1275.8988,2790.8744,2887.0449,87,2763.9872,0.0871,0.0626,0.1105,0.009,0.1054,0.1054,0.0894,0.0894,0.0894,0.0952,0.0952,0.0894,0.0894,66.3483,72.462,0.8362,0.7703,0.5964,0.6919,2.748,NA,NA,NA,NA
Instituto de Ciências Biológicas e da Saúde - ICBS,NA,Presencial,Dispositivo Compartilhado,68,39,1.5199,206.7128,97,0,901.3561,120,0,0.8596,0.8263,0.8263,0.7163,0.7707,0.623,0.8636,0.8596,-910.3234,-806.9669,1898.6467,1985.2075,68,1862.3939,0.129,0.1046,0.1533,0,0.0891,0.0891,0.0907,0.0907,0.0907,0.0965,0.0965,0.0907,0.0907,40.8006,44.5242,0.7735,0.6825,0.5517,0.4463,4.187,NA,unacceptable model fit,poor model fit,NA
Instituto de Educação Física e Esporte - IEFE,NA,Presencial,Dispositivo Compartilhado,42,39,2.073,174.1307,97,0,627.2095,120,0,0.8479,0.8119,0.8119,0.6565,0.7224,0.5839,0.8545,0.8479,-594.9316,-507.8663,1267.8632,1335.6324,42,1213.5025,0.1376,0.1041,0.1702,1e-04,0.1423,0.1423,0.1284,0.1284,0.1284,0.1367,0.1367,0.1284,0.1284,30.1825,32.9127,0.7106,0.5942,0.5068,0.3992,6.0031,unacceptable model fit,unacceptable model fit,poor model fit,NA
NA,Graduação (bacharelado),Presencial,Dispositivo Compartilhado,1092,39,0.3236,706.8212,97,0,11971.5422,120,0,0.9485,0.9363,0.9363,0.927,0.941,0.7606,0.9486,0.9485,-15884.4613,-15531.0507,31846.9226,32041.7575,1092,31917.8848,0.0759,0.0707,0.0812,0,0.0713,0.0713,0.0583,0.0583,0.0583,0.0621,0.0621,0.0583,0.0583,187.9224,205.41,0.9315,0.9039,0.6644,0.7564,0.7187,NA,NA,NA,NA
Campus CECA,Graduação (bacharelado),Presencial,Dispositivo Compartilhado,105,39,0.8734,183.4049,97,0,1365.3218,120,0,0.9306,0.9142,0.9142,0.8338,0.8657,0.6997,0.9319,0.9306,-1613.9116,-1522.2092,3305.8232,3409.3277,105,3286.1194,0.0921,0.0715,0.1124,8e-04,0.1318,0.1318,0.0995,0.0995,0.0995,0.106,0.106,0.0995,0.0995,70.267,76.7473,0.8404,0.7762,0.5994,0.6627,2.4896,NA,NA,NA,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (bacharelado),Presencial,Dispositivo Compartilhado,215,39,0.4815,207.0383,97,0,2188.0649,120,0,0.9468,0.9342,0.9342,0.8829,0.9054,0.7318,0.9474,0.9468,-2903.5287,-2800.0095,5885.0573,6016.5122,215,5892.9292,0.0726,0.0589,0.0863,0.0042,0.0567,0.0567,0.0629,0.0629,0.0629,0.067,0.067,0.0629,0.0629,126.6423,138.3968,0.8973,0.8561,0.64,0.7742,1.3258,NA,NA,NA,NA
Faculdade de Arquitetura e Urbanismo - FAU,Graduação (bacharelado),Presencial,Dispositivo Compartilhado,82,39,0.9112,149.4354,97,5e-04,907.2209,120,0,0.9334,0.9176,0.9176,0.7962,0.8353,0.6752,0.9353,0.9334,-1272.3453,-1197.6276,2622.6906,2716.5526,82,2593.5483,0.0812,0.0541,0.1061,0.0316,0.1073,0.1073,0.09,0.09,0.09,0.0958,0.0958,0.09,0.09,67.3909,73.6021,0.8371,0.7716,0.597,0.7263,2.7736,NA,NA,NA,NA
NA,Graduação (licenciatura),Presencial,Dispositivo Compartilhado,550,39,0.3907,429.7541,97,0,6015.6249,120,0,0.9436,0.9302,0.9302,0.9116,0.9286,0.7506,0.9438,0.9436,-8297.489,-8082.6119,16672.9779,16841.0648,550,16717.2622,0.079,0.0714,0.0867,0,0.0649,0.0649,0.0594,0.0594,0.0594,0.0632,0.0632,0.0594,0.0594,155.8428,170.3291,0.9154,0.8814,0.6529,0.739,0.9232,NA,NA,NA,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (licenciatura),Presencial,Dispositivo Compartilhado,142,39,0.4896,139.0514,97,0.0033,1623.684,120,0,0.972,0.9654,0.9654,0.8941,0.9144,0.7391,0.9725,0.972,-1952.2343,-1882.7086,3982.4685,4097.7458,142,3974.3471,0.0553,0.0327,0.075,0.3247,0.0648,0.0648,0.0697,0.0697,0.0697,0.0743,0.0743,0.0697,0.0697,124.5552,136.1145,0.8999,0.8596,0.6418,0.8624,1.5285,NA,NA,NA,the model has close fit
NA,Mestrado,Presencial,Dispositivo Compartilhado,93,39,0.8553,159.0928,97,1e-04,1252.8248,120,0,0.9452,0.9322,0.9322,0.8429,0.873,0.7057,0.9463,0.9452,-1404.0884,-1324.542,2886.1768,2984.9482,93,2861.8339,0.083,0.059,0.1057,0.0147,0.1186,0.1186,0.0787,0.0787,0.0787,0.0837,0.0837,0.0787,0.0787,71.7262,78.343,0.8323,0.7648,0.5936,0.7162,2.5494,NA,NA,NA,NA
NA,NA,NA,Dispositivo Próprio,1893,39,0.4198,1589.2843,97,0,20891.8397,120,0,0.9282,0.9111,0.9111,0.9059,0.9239,0.7468,0.9282,0.9282,-26954.5835,-26159.9413,53987.1669,54203.4577,1893,54079.5548,0.0901,0.0863,0.0941,0,0.0965,0.0965,0.0645,0.0645,0.0645,0.0686,0.0686,0.0645,0.0645,145.111,158.5934,0.914,0.8795,0.6519,0.6742,0.8808,NA,NA,NA,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",NA,NA,Dispositivo Próprio,271,39,0.7243,392.5724,97,0,3059.8717,120,0,0.8995,0.8756,0.8756,0.8413,0.8717,0.7046,0.9002,0.8995,-3794.1374,-3597.8512,7666.2748,7806.7574,271,7683.1001,0.106,0.0952,0.1171,0,0.1009,0.1009,0.078,0.078,0.078,0.083,0.083,0.078,0.078,84.5214,92.3353,0.8793,0.8308,0.6271,0.5796,1.7364,NA,NA,poor model fit,NA
"Faculdade de Economia, Administração e Contabilidade - FEAC",NA,NA,Dispositivo Próprio,111,39,0.8757,194.4038,97,0,1415.0409,120,0,0.9248,0.907,0.907,0.83,0.8626,0.6973,0.9261,0.9248,-1564.7455,-1467.5436,3207.491,3313.1627,111,3189.915,0.0951,0.0756,0.1145,2e-04,0.1147,0.1147,0.0761,0.0761,0.0761,0.081,0.081,0.0761,0.0761,70.0822,76.5453,0.8393,0.7746,0.5986,0.6448,2.4541,NA,NA,NA,NA
"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",NA,NA,Dispositivo Próprio,92,39,1.0432,191.954,97,0,1162.0382,120,0,0.9089,0.8873,0.8873,0.7956,0.8348,0.6748,0.9108,0.9089,-1416.1443,-1320.1673,2910.2887,3008.6384,92,2885.5331,0.1032,0.0816,0.1245,1e-04,0.2443,0.2443,0.1232,0.1232,0.1232,0.1312,0.1312,0.1232,0.1232,58.9881,64.4132,0.8033,0.7242,0.5729,0.5969,2.9343,NA,NA,poor model fit,NA
Centro de Educação - CEDU,NA,NA,Dispositivo Próprio,167,39,0.5697,190.2697,97,0,1720.8092,120,0,0.9417,0.9279,0.9279,0.8632,0.8894,0.719,0.9426,0.9417,-2414.9898,-2319.855,4907.9796,5029.5813,167,4906.1015,0.0759,0.0598,0.0918,0.0053,0.1844,0.1844,0.09,0.09,0.09,0.0958,0.0958,0.09,0.09,107.1928,117.1277,0.8826,0.8354,0.6295,0.7564,1.6064,NA,NA,NA,NA
NA,Graduação (bacharelado),NA,Dispositivo Próprio,1222,39,0.3888,950.3463,97,0,13653.8112,120,0,0.9369,0.922,0.922,0.9139,0.9304,0.7521,0.9371,0.9369,-16180.2856,-15705.1124,32438.5712,32637.7927,1222,32513.9124,0.0848,0.08,0.0898,0,0.0936,0.0936,0.0631,0.0631,0.0631,0.0671,0.0671,0.0631,0.0631,156.5742,171.129,0.9183,0.8854,0.6549,0.7053,0.8415,NA,NA,NA,NA
"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),NA,Dispositivo Próprio,110,39,0.8723,191.9034,97,0,1397.2018,120,0,0.9257,0.9081,0.9081,0.8301,0.8627,0.6973,0.927,0.9257,-1556.1929,-1460.2412,3190.3858,3295.7045,110,3172.4632,0.0943,0.0746,0.1138,3e-04,0.1155,0.1155,0.0763,0.0763,0.0763,0.0812,0.0812,0.0763,0.0763,70.3519,76.8401,0.8398,0.7753,0.5989,0.6496,2.4537,NA,NA,NA,NA
NA,Graduação (licenciatura),NA,Dispositivo Próprio,403,39,0.6825,550.0953,97,0,4741.0747,120,0,0.902,0.8787,0.8787,0.8565,0.884,0.7145,0.9024,0.902,-6140.5757,-5865.528,12359.1513,12515.1099,403,12391.3588,0.1077,0.099,0.1165,0,0.0932,0.0932,0.0719,0.0719,0.0719,0.0766,0.0766,0.0719,0.0719,89.6371,97.9295,0.886,0.8401,0.6319,0.57,1.5585,NA,NA,poor model fit,NA
"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (licenciatura),NA,Dispositivo Próprio,49,39,1.7872,175.1413,97,0,727.1988,120,0,0.8713,0.8408,0.8408,0.702,0.7592,0.6137,0.876,0.8713,-752.2822,-664.7115,1582.5644,1656.3454,49,1533.9615,0.1282,0.0973,0.1583,1e-04,0.158,0.158,0.126,0.126,0.126,0.1341,0.1341,0.126,0.126,34.8498,38.0166,0.7285,0.6193,0.5196,0.4505,5.1661,NA,unacceptable model fit,poor model fit,NA
NA,Doutorado,NA,Dispositivo Próprio,97,39,1.1954,231.9044,97,0,1077.6619,120,0,0.8591,0.8257,0.8257,0.7338,0.7848,0.6344,0.8624,0.8591,-1489.7661,-1373.8139,3057.5323,3157.946,97,3034.7978,0.1197,0.1,0.1396,0,0.1694,0.1694,0.1059,0.1059,0.1059,0.1127,0.1127,0.1059,0.1059,51.607,56.3416,0.7871,0.7015,0.5614,0.4989,3.1949,NA,unacceptable model fit,poor model fit,NA
NA,NA,Presencial,Dispositivo Próprio,1839,39,0.4215,1550.4249,97,0,20336.0541,120,0,0.9281,0.9111,0.9111,0.9057,0.9238,0.7467,0.9282,0.9281,-25939.3223,-25164.1099,51956.6446,52171.8067,1839,52047.905,0.0903,0.0863,0.0943,0,0.0946,0.0946,0.0638,0.0638,0.0638,0.0679,0.0679,0.0638,0.0638,144.509,157.9351,0.9137,0.8791,0.6517,0.6736,0.8855,NA,NA,NA,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",NA,Presencial,Dispositivo Próprio,264,39,0.75,396.0166,97,0,2955.8325,120,0,0.8946,0.8696,0.8696,0.8343,0.866,0.7,0.8954,0.8946,-3647.9828,-3449.9745,7373.9657,7513.4277,264,7389.7779,0.1081,0.0971,0.1193,0,0.0992,0.0992,0.0806,0.0806,0.0806,0.0858,0.0858,0.0806,0.0806,81.6564,89.2022,0.878,0.8289,0.6262,0.5676,1.7955,NA,NA,poor model fit,NA
"Faculdade de Economia, Administração e Contabilidade - FEAC",NA,Presencial,Dispositivo Próprio,111,39,0.8757,194.4038,97,0,1415.0409,120,0,0.9248,0.907,0.907,0.83,0.8626,0.6973,0.9261,0.9248,-1564.7455,-1467.5436,3207.491,3313.1627,111,3189.915,0.0951,0.0756,0.1145,2e-04,0.1147,0.1147,0.0761,0.0761,0.0761,0.081,0.081,0.0761,0.0761,70.0822,76.5453,0.8393,0.7746,0.5986,0.6448,2.4541,NA,NA,NA,NA
"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",NA,Presencial,Dispositivo Próprio,92,39,1.0432,191.954,97,0,1162.0382,120,0,0.9089,0.8873,0.8873,0.7956,0.8348,0.6748,0.9108,0.9089,-1416.1443,-1320.1673,2910.2887,3008.6384,92,2885.5331,0.1032,0.0816,0.1245,1e-04,0.2443,0.2443,0.1232,0.1232,0.1232,0.1312,0.1312,0.1232,0.1232,58.9881,64.4132,0.8033,0.7242,0.5729,0.5969,2.9343,NA,NA,poor model fit,NA
NA,Graduação (bacharelado),Presencial,Dispositivo Próprio,1220,39,0.3898,951.1622,97,0,13618.1542,120,0,0.9367,0.9217,0.9217,0.9136,0.9302,0.7519,0.9368,0.9367,-16157.1353,-15681.5542,32392.2706,32591.4282,1220,32467.548,0.085,0.0801,0.0899,0,0.093,0.093,0.063,0.063,0.063,0.067,0.067,0.063,0.063,156.1863,170.7048,0.9182,0.8853,0.6549,0.7046,0.8436,NA,NA,NA,NA
"Campus Arapiraca (Arapiraca, Palmeira dos Índios e Penedo)",Graduação (bacharelado),Presencial,Dispositivo Próprio,172,39,0.85,292.4026,97,0,2041.1989,120,0,0.8983,0.8742,0.8742,0.8228,0.8567,0.6925,0.8995,0.8983,-2297.6305,-2151.4292,4673.261,4796.0133,172,4672.52,0.1082,0.0941,0.1226,0,0.1087,0.1087,0.0901,0.0901,0.0901,0.0959,0.0959,0.0901,0.0901,72.1697,78.8281,0.8498,0.7895,0.6061,0.5666,2.1535,NA,NA,poor model fit,NA
"Faculdade de Economia, Administração e Contabilidade - FEAC",Graduação (bacharelado),Presencial,Dispositivo Próprio,110,39,0.8723,191.9034,97,0,1397.2018,120,0,0.9257,0.9081,0.9081,0.8301,0.8627,0.6973,0.927,0.9257,-1556.1929,-1460.2412,3190.3858,3295.7045,110,3172.4632,0.0943,0.0746,0.1138,3e-04,0.1155,0.1155,0.0763,0.0763,0.0763,0.0812,0.0812,0.0763,0.0763,70.3519,76.8401,0.8398,0.7753,0.5989,0.6496,2.4537,NA,NA,NA,NA
NA,Graduação (licenciatura),Presencial,Dispositivo Próprio,368,39,0.7053,519.1135,97,0,4377.8233,120,0,0.9009,0.8774,0.8774,0.8533,0.8814,0.7125,0.9014,0.9009,-5483.1211,-5223.5643,11044.2421,11196.6574,368,11072.9247,0.1087,0.0997,0.118,0,0.0885,0.0885,0.0724,0.0724,0.0724,0.0771,0.0771,0.0724,0.0724,86.7697,94.7939,0.8853,0.8391,0.6314,0.5635,1.6226,NA,NA,poor model fit,NA
"Instituto de Ciências Humanas, Comunicação e Artes - ICHCA",Graduação (licenciatura),Presencial,Dispositivo Próprio,49,39,1.7872,175.1413,97,0,727.1988,120,0,0.8713,0.8408,0.8408,0.702,0.7592,0.6137,0.876,0.8713,-752.2822,-664.7115,1582.5644,1656.3454,49,1533.9615,0.1282,0.0973,0.1583,1e-04,0.158,0.158,0.126,0.126,0.126,0.1341,0.1341,0.126,0.126,34.8498,38.0166,0.7285,0.6193,0.5196,0.4505,5.1661,NA,unacceptable model fit,poor model fit,NA
NA,Doutorado,Presencial,Dispositivo Próprio,93,39,1.1742,218.4032,97,0,1021.8728,120,0,0.8654,0.8335,0.8335,0.7356,0.7863,0.6356,0.8687,0.8654,-1396.2657,-1287.0641,2870.5315,2969.3029,93,2846.1886,0.116,0.0955,0.1365,0,0.1712,0.1712,0.1061,0.1061,0.1061,0.1129,0.1129,0.1061,0.1061,52.5196,57.3395,0.7857,0.6995,0.5604,0.5206,3.1871,NA,unacceptable model fit,poor model fit,NA
